event_id,user_id,event_date,day_index,event_type,concept_id,concept_name,category,difficulty,elapsed_days,prior_exposures,prior_accuracy,study_minutes,quiz_score,recall_correct
user_027-d07-e014,user_027,2026-06-08,7,study,sql-joins,SQL Joins,data,0.42,2,1,0.0,9,,
user_027-d07-e015,user_027,2026-06-08,7,study,sql-joins,SQL Joins,data,0.42,0,2,0.0,23,,
user_027-d08-e016,user_027,2026-06-09,8,study,rag,Retrieval-Augmented Generation,ai,0.62,3,1,0.0,28,,
user_027-d08-e017,user_027,2026-06-09,8,study,sql-joins,SQL Joins,data,0.42,1,3,0.0,14,,
user_027-d09-e018,user_027,2026-06-10,9,study,python-basics,Python Basics,programming,0.22,5,2,0.0,22,,
user_027-d11-e019,user_027,2026-06-12,11,study,oop,Object-Oriented Programming,programming,0.48,8,3,0.0,37,,
user_027-d11-e020,user_027,2026-06-12,11,study,rag,Retrieval-Augmented Generation,ai,0.62,3,2,0.0,20,,
user_027-d12-e021,user_027,2026-06-13,12,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,29,,
user_027-d12-e022,user_027,2026-06-13,12,study,vector-db,Vector Databases,ai,0.58,8,2,0.0,25,,
user_027-d13-e023,user_027,2026-06-14,13,study,rag,Retrieval-Augmented Generation,ai,0.62,2,3,0.0,29,,
user_027-d14-e024,user_027,2026-06-15,14,quiz,python-basics,Python Basics,programming,0.22,5,3,0.0,,59,0
user_027-d15-e025,user_027,2026-06-16,15,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,13,2,0.0,,53,0
user_027-d15-e026,user_027,2026-06-16,15,study,python-basics,Python Basics,programming,0.22,1,4,0.0,37,,
user_027-d15-e027,user_027,2026-06-16,15,study,vector-db,Vector Databases,ai,0.58,3,3,0.0,23,,
user_027-d16-e028,user_027,2026-06-17,16,quiz,python-basics,Python Basics,programming,0.22,1,5,0.0,,79,1
user_027-d17-e029,user_027,2026-06-18,17,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,10,,
user_027-d17-e030,user_027,2026-06-18,17,quiz,oop,Object-Oriented Programming,programming,0.48,6,4,0.0,,47,0
user_027-d17-e031,user_027,2026-06-18,17,quiz,oop,Object-Oriented Programming,programming,0.48,0,5,0.0,,78,1
user_027-d18-e032,user_027,2026-06-19,18,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,3,3,0.0,,46,0
user_027-d19-e033,user_027,2026-06-20,19,study,rag,Retrieval-Augmented Generation,ai,0.62,6,4,0.0,13,,
user_027-d19-e034,user_027,2026-06-20,19,study,vector-db,Vector Databases,ai,0.58,4,4,0.0,37,,
user_027-d19-e035,user_027,2026-06-20,19,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,45,,
user_027-d21-e036,user_027,2026-06-22,21,study,fastapi,FastAPI Backend,backend,0.4,2,1,0.0,31,,
user_027-d22-e037,user_027,2026-06-23,22,quiz,sql-joins,SQL Joins,data,0.42,14,4,0.0,,64,0
user_027-d22-e038,user_027,2026-06-23,22,study,sql-joins,SQL Joins,data,0.42,0,5,0.0,25,,
user_027-d23-e039,user_027,2026-06-24,23,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,5,4,0.0,,25,0
user_027-d23-e040,user_027,2026-06-24,23,quiz,rag,Retrieval-Augmented Generation,ai,0.62,4,5,0.0,,96,1
user_027-d24-e041,user_027,2026-06-25,24,study,oop,Object-Oriented Programming,programming,0.48,7,6,0.5,10,,
user_027-d25-e042,user_027,2026-06-26,25,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,2,5,0.0,,69,0
user_027-d26-e043,user_027,2026-06-27,26,study,pandas,Pandas DataFrames,data,0.38,14,1,0.0,38,,
user_027-d27-e044,user_027,2026-06-28,27,study,fastapi,FastAPI Backend,backend,0.4,6,2,0.0,22,,
user_027-d27-e045,user_027,2026-06-28,27,study,rag,Retrieval-Augmented Generation,ai,0.62,4,6,1.0,35,,
user_027-d28-e046,user_027,2026-06-29,28,study,rag,Retrieval-Augmented Generation,ai,0.62,1,7,1.0,40,,
user_027-d29-e047,user_027,2026-06-30,29,study,vector-db,Vector Databases,ai,0.58,10,5,0.0,42,,
user_027-d29-e048,user_027,2026-06-30,29,quiz,rag,Retrieval-Augmented Generation,ai,0.62,1,8,1.0,,64,0
user_028-d00-e001,user_028,2026-06-01,0,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,14,,
user_028-d01-e002,user_028,2026-06-02,1,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,39,,
user_028-d02-e003,user_028,2026-06-03,2,study,pandas,Pandas DataFrames,data,0.38,2,1,0.0,42,,
user_028-d03-e004,user_028,2026-06-04,3,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,36,,
user_028-d03-e005,user_028,2026-06-04,3,study,pandas,Pandas DataFrames,data,0.38,1,2,0.0,12,,
user_028-d03-e006,user_028,2026-06-04,3,quiz,rag,Retrieval-Augmented Generation,ai,0.62,2,1,0.0,,41,0
user_028-d04-e007,user_028,2026-06-05,4,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,39,,
user_028-d05-e008,user_028,2026-06-06,5,study,vector-db,Vector Databases,ai,0.58,2,1,0.0,44,,
user_028-d05-e009,user_028,2026-06-06,5,study,oop,Object-Oriented Programming,programming,0.48,1,1,0.0,24,,
user_028-d06-e010,user_028,2026-06-07,6,quiz,oop,Object-Oriented Programming,programming,0.48,1,2,0.0,,86,1
user_028-d07-e011,user_028,2026-06-08,7,quiz,vector-db,Vector Databases,ai,0.58,2,2,0.0,,38,0
user_028-d08-e012,user_028,2026-06-09,8,study,rag,Retrieval-Augmented Generation,ai,0.62,5,2,0.0,15,,
user_028-d10-e013,user_028,2026-06-11,10,study,oop,Object-Oriented Programming,programming,0.48,4,3,1.0,21,,
user_028-d11-e014,user_028,2026-06-12,11,quiz,oop,Object-Oriented Programming,programming,0.48,1,4,1.0,,89,1
user_028-d11-e015,user_028,2026-06-12,11,study,rag,Retrieval-Augmented Generation,ai,0.62,3,3,0.0,15,,
user_028-d12-e016,user_028,2026-06-13,12,quiz,vector-db,Vector Databases,ai,0.58,5,3,0.0,,40,0
user_028-d12-e017,user_028,2026-06-13,12,quiz,oop,Object-Oriented Programming,programming,0.48,1,5,1.0,,84,1
user_028-d12-e018,user_028,2026-06-13,12,quiz,vector-db,Vector Databases,ai,0.58,0,4,0.0,,98,1
user_028-d13-e019,user_028,2026-06-14,13,quiz,pandas,Pandas DataFrames,data,0.38,10,3,0.0,,28,0
user_028-d13-e020,user_028,2026-06-14,13,study,pandas,Pandas DataFrames,data,0.38,0,4,0.0,33,,
user_028-d13-e021,user_028,2026-06-14,13,study,rag,Retrieval-Augmented Generation,ai,0.62,2,4,0.0,13,,
user_028-d14-e022,user_028,2026-06-15,14,study,rag,Retrieval-Augmented Generation,ai,0.62,1,5,0.0,22,,
user_028-d15-e023,user_028,2026-06-16,15,study,pandas,Pandas DataFrames,data,0.38,2,5,0.0,42,,
user_028-d15-e024,user_028,2026-06-16,15,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,13,,
user_028-d16-e025,user_028,2026-06-17,16,study,vector-db,Vector Databases,ai,0.58,4,5,0.333,40,,
user_028-d16-e026,user_028,2026-06-17,16,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,1,1,0.0,17,,
user_028-d16-e027,user_028,2026-06-17,16,study,vector-db,Vector Databases,ai,0.58,0,6,0.333,31,,
user_028-d18-e028,user_028,2026-06-19,18,quiz,vector-db,Vector Databases,ai,0.58,2,7,0.333,,98,1
user_028-d19-e029,user_028,2026-06-20,19,quiz,vector-db,Vector Databases,ai,0.58,1,8,0.5,,100,1
user_028-d19-e030,user_028,2026-06-20,19,quiz,vector-db,Vector Databases,ai,0.58,0,9,0.6,,93,1
user_028-d19-e031,user_028,2026-06-20,19,study,rag,Retrieval-Augmented Generation,ai,0.62,5,6,0.0,38,,
user_028-d20-e032,user_028,2026-06-21,20,study,oop,Object-Oriented Programming,programming,0.48,8,6,1.0,45,,
user_028-d20-e033,user_028,2026-06-21,20,study,oop,Object-Oriented Programming,programming,0.48,0,7,1.0,25,,
user_028-d20-e034,user_028,2026-06-21,20,quiz,vector-db,Vector Databases,ai,0.58,1,10,0.667,,79,1
user_028-d21-e035,user_028,2026-06-22,21,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,43,,
user_028-d22-e036,user_028,2026-06-23,22,quiz,statistics,Statistics Fundamentals,data-science,0.55,1,1,0.0,,92,1
user_028-d22-e037,user_028,2026-06-23,22,study,rag,Retrieval-Augmented Generation,ai,0.62,3,7,0.0,8,,
user_028-d23-e038,user_028,2026-06-24,23,study,vector-db,Vector Databases,ai,0.58,3,11,0.714,26,,
user_028-d24-e039,user_028,2026-06-25,24,study,rag,Retrieval-Augmented Generation,ai,0.62,2,8,0.0,25,,
user_028-d25-e040,user_028,2026-06-26,25,quiz,vector-db,Vector Databases,ai,0.58,2,12,0.714,,93,1
user_028-d25-e041,user_028,2026-06-26,25,quiz,oop,Object-Oriented Programming,programming,0.48,5,8,1.0,,97,1
user_028-d26-e042,user_028,2026-06-27,26,quiz,pandas,Pandas DataFrames,data,0.38,11,6,0.0,,23,0
user_028-d26-e043,user_028,2026-06-27,26,quiz,vector-db,Vector Databases,ai,0.58,1,13,0.75,,80,1
user_028-d26-e044,user_028,2026-06-27,26,study,oop,Object-Oriented Programming,programming,0.48,1,9,1.0,30,,
user_028-d28-e045,user_028,2026-06-29,28,study,pandas,Pandas DataFrames,data,0.38,2,7,0.0,19,,
user_028-d29-e046,user_028,2026-06-30,29,study,rag,Retrieval-Augmented Generation,ai,0.62,5,9,0.0,28,,
user_028-d29-e047,user_028,2026-06-30,29,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,13,2,0.0,,64,0
user_029-d00-e001,user_029,2026-06-01,0,study,python-basics,Python Basics,programming,0.22,0,0,0.0,14,,
user_029-d00-e002,user_029,2026-06-01,0,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,22,,
user_029-d01-e003,user_029,2026-06-02,1,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,41,,
user_029-d01-e004,user_029,2026-06-02,1,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,43,,
user_029-d01-e005,user_029,2026-06-02,1,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,34,,
user_029-d02-e006,user_029,2026-06-03,2,quiz,python-basics,Python Basics,programming,0.22,2,1,0.0,,39,0
user_029-d02-e007,user_029,2026-06-03,2,quiz,python-basics,Python Basics,programming,0.22,0,2,0.0,,94,1
user_029-d03-e008,user_029,2026-06-04,3,quiz,sql-joins,SQL Joins,data,0.42,2,1,0.0,,78,1
user_029-d03-e009,user_029,2026-06-04,3,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,17,,
user_029-d04-e010,user_029,2026-06-05,4,study,python-basics,Python Basics,programming,0.22,2,3,0.5,13,,
user_029-d04-e011,user_029,2026-06-05,4,study,sql-joins,SQL Joins,data,0.42,1,2,1.0,38,,
user_029-d05-e012,user_029,2026-06-06,5,study,sql-joins,SQL Joins,data,0.42,1,3,1.0,40,,
user_029-d05-e013,user_029,2026-06-06,5,study,prompt-engineering,Prompt Engineering,ai,0.35,4,1,0.0,24,,
user_029-d07-e014,user_029,2026-06-08,7,quiz,sql-joins,SQL Joins,data,0.42,2,4,1.0,,33,0
user_029-d08-e015,user_029,2026-06-09,8,study,vector-db,Vector Databases,ai,0.58,5,1,0.0,13,,
user_029-d08-e016,user_029,2026-06-09,8,quiz,vector-db,Vector Databases,ai,0.58,0,2,0.0,,86,1
user_029-d09-e017,user_029,2026-06-10,9,study,fastapi,FastAPI Backend,backend,0.4,8,1,0.0,40,,
user_029-d10-e018,user_029,2026-06-11,10,quiz,statistics,Statistics Fundamentals,data-science,0.55,10,1,0.0,,65,0
user_029-d10-e019,user_029,2026-06-11,10,study,fastapi,FastAPI Backend,backend,0.4,1,2,0.0,42,,
user_029-d12-e020,user_029,2026-06-13,12,quiz,prompt-engineering,Prompt Engineering,ai,0.35,7,2,0.0,,64,0
user_029-d12-e021,user_029,2026-06-13,12,quiz,prompt-engineering,Prompt Engineering,ai,0.35,0,3,0.0,,86,1
user_029-d13-e022,user_029,2026-06-14,13,study,statistics,Statistics Fundamentals,data-science,0.55,3,2,0.0,15,,
user_029-d13-e023,user_029,2026-06-14,13,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,15,,
user_029-d13-e024,user_029,2026-06-14,13,study,statistics,Statistics Fundamentals,data-science,0.55,0,3,0.0,31,,
user_029-d14-e025,user_029,2026-06-15,14,study,sql-joins,SQL Joins,data,0.42,7,5,0.5,39,,
user_029-d14-e026,user_029,2026-06-15,14,study,fastapi,FastAPI Backend,backend,0.4,4,3,0.0,27,,
user_029-d15-e027,user_029,2026-06-16,15,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,43,,
user_029-d15-e028,user_029,2026-06-16,15,study,prompt-engineering,Prompt Engineering,ai,0.35,3,4,0.5,12,,
user_029-d16-e029,user_029,2026-06-17,16,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,31,,
user_029-d16-e030,user_029,2026-06-17,16,study,vector-db,Vector Databases,ai,0.58,8,3,1.0,14,,
user_029-d16-e031,user_029,2026-06-17,16,quiz,statistics,Statistics Fundamentals,data-science,0.55,3,4,0.0,,79,1
user_029-d17-e032,user_029,2026-06-18,17,quiz,sql-joins,SQL Joins,data,0.42,3,6,0.5,,30,0
user_029-d19-e033,user_029,2026-06-20,19,quiz,statistics,Statistics Fundamentals,data-science,0.55,3,5,0.5,,34,0
user_029-d19-e034,user_029,2026-06-20,19,study,fastapi,FastAPI Backend,backend,0.4,5,4,0.0,45,,
user_029-d19-e035,user_029,2026-06-20,19,quiz,vector-db,Vector Databases,ai,0.58,3,4,1.0,,96,1
user_029-d20-e036,user_029,2026-06-21,20,study,prompt-engineering,Prompt Engineering,ai,0.35,5,5,0.5,17,,
user_029-d20-e037,user_029,2026-06-21,20,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,15,,
user_029-d21-e038,user_029,2026-06-22,21,quiz,vector-db,Vector Databases,ai,0.58,2,5,1.0,,98,1
user_029-d24-e039,user_029,2026-06-25,24,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,28,,
user_029-d24-e040,user_029,2026-06-25,24,quiz,statistics,Statistics Fundamentals,data-science,0.55,5,6,0.333,,62,0
user_029-d25-e041,user_029,2026-06-26,25,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,20,,
user_029-d25-e042,user_029,2026-06-26,25,study,prompt-engineering,Prompt Engineering,ai,0.35,5,6,0.5,24,,
user_029-d26-e043,user_029,2026-06-27,26,study,prompt-engineering,Prompt Engineering,ai,0.35,1,7,0.5,10,,
user_029-d26-e044,user_029,2026-06-27,26,study,oop,Object-Oriented Programming,programming,0.48,6,1,0.0,28,,
user_029-d27-e045,user_029,2026-06-28,27,study,sql-joins,SQL Joins,data,0.42,10,7,0.333,43,,
user_029-d27-e046,user_029,2026-06-28,27,quiz,fastapi,FastAPI Backend,backend,0.4,8,5,0.0,,88,1
user_029-d27-e047,user_029,2026-06-28,27,study,vector-db,Vector Databases,ai,0.58,6,6,1.0,15,,
user_029-d28-e048,user_029,2026-06-29,28,quiz,statistics,Statistics Fundamentals,data-science,0.55,4,7,0.25,,50,0
user_029-d28-e049,user_029,2026-06-29,28,study,python-basics,Python Basics,programming,0.22,24,4,0.5,33,,
user_029-d29-e050,user_029,2026-06-30,29,study,prompt-engineering,Prompt Engineering,ai,0.35,3,8,0.5,30,,
user_030-d00-e001,user_030,2026-06-01,0,study,python-basics,Python Basics,programming,0.22,0,0,0.0,29,,
user_030-d00-e002,user_030,2026-06-01,0,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,30,,
user_030-d00-e003,user_030,2026-06-01,0,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,30,,
user_030-d02-e004,user_030,2026-06-03,2,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,45,,
user_030-d04-e005,user_030,2026-06-05,4,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,29,,
user_030-d04-e006,user_030,2026-06-05,4,study,fastapi,FastAPI Backend,backend,0.4,2,1,0.0,35,,
user_030-d05-e007,user_030,2026-06-06,5,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,9,,
user_030-d05-e008,user_030,2026-06-06,5,quiz,python-basics,Python Basics,programming,0.22,5,1,0.0,,44,0
user_030-d06-e009,user_030,2026-06-07,6,study,sql-joins,SQL Joins,data,0.42,6,1,0.0,21,,
user_030-d07-e010,user_030,2026-06-08,7,study,fastapi,FastAPI Backend,backend,0.4,3,2,0.0,27,,
user_030-d08-e011,user_030,2026-06-09,8,quiz,sql-joins,SQL Joins,data,0.42,2,2,0.0,,24,0
user_030-d09-e012,user_030,2026-06-10,9,study,fastapi,FastAPI Backend,backend,0.4,2,3,0.0,27,,
user_030-d09-e013,user_030,2026-06-10,9,quiz,classification,Classification Metrics,machine-learning,0.52,9,1,0.0,,25,0
user_030-d09-e014,user_030,2026-06-10,9,study,python-basics,Python Basics,programming,0.22,4,2,0.0,25,,
user_030-d11-e015,user_030,2026-06-12,11,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,30,,
user_030-d11-e016,user_030,2026-06-12,11,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,27,,
user_030-d11-e017,user_030,2026-06-12,11,study,fastapi,FastAPI Backend,backend,0.4,2,4,0.0,42,,
user_030-d12-e018,user_030,2026-06-13,12,quiz,fastapi,FastAPI Backend,backend,0.4,1,5,0.0,,99,1
user_030-d13-e019,user_030,2026-06-14,13,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,2,1,0.0,,56,0
user_030-d13-e020,user_030,2026-06-14,13,study,sql-joins,SQL Joins,data,0.42,5,3,0.0,42,,
user_030-d14-e021,user_030,2026-06-15,14,quiz,classification,Classification Metrics,machine-learning,0.52,5,2,0.0,,23,0
user_030-d14-e022,user_030,2026-06-15,14,study,fastapi,FastAPI Backend,backend,0.4,2,6,1.0,23,,
user_030-d14-e023,user_030,2026-06-15,14,quiz,fastapi,FastAPI Backend,backend,0.4,0,7,1.0,,77,1
user_030-d15-e024,user_030,2026-06-16,15,quiz,statistics,Statistics Fundamentals,data-science,0.55,10,1,0.0,,36,0
user_030-d15-e025,user_030,2026-06-16,15,study,vector-db,Vector Databases,ai,0.58,4,1,0.0,15,,
user_030-d16-e026,user_030,2026-06-17,16,study,fastapi,FastAPI Backend,backend,0.4,2,8,1.0,43,,
user_030-d17-e027,user_030,2026-06-18,17,study,python-basics,Python Basics,programming,0.22,8,3,0.0,25,,
user_030-d17-e028,user_030,2026-06-18,17,quiz,fastapi,FastAPI Backend,backend,0.4,1,9,1.0,,92,1
user_030-d17-e029,user_030,2026-06-18,17,quiz,python-basics,Python Basics,programming,0.22,0,4,0.0,,75,1
user_030-d19-e030,user_030,2026-06-20,19,quiz,fastapi,FastAPI Backend,backend,0.4,2,10,1.0,,46,0
user_030-d19-e031,user_030,2026-06-20,19,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,6,2,0.0,,66,0
user_030-d19-e032,user_030,2026-06-20,19,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,15,,
user_030-d20-e033,user_030,2026-06-21,20,study,python-basics,Python Basics,programming,0.22,3,5,0.5,45,,
user_030-d20-e034,user_030,2026-06-21,20,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,24,,
user_030-d21-e035,user_030,2026-06-22,21,quiz,python-basics,Python Basics,programming,0.22,1,6,0.5,,93,1
user_030-d21-e036,user_030,2026-06-22,21,quiz,vector-db,Vector Databases,ai,0.58,6,2,0.0,,26,0
user_030-d22-e037,user_030,2026-06-23,22,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,34,,
user_030-d23-e038,user_030,2026-06-24,23,study,sql-joins,SQL Joins,data,0.42,10,4,0.0,15,,
user_030-d24-e039,user_030,2026-06-25,24,quiz,vector-db,Vector Databases,ai,0.58,3,3,0.0,,29,0
user_030-d25-e040,user_030,2026-06-26,25,study,fastapi,FastAPI Backend,backend,0.4,6,11,0.75,10,,
user_030-d26-e041,user_030,2026-06-27,26,quiz,python-basics,Python Basics,programming,0.22,5,7,0.667,,35,0
user_030-d26-e042,user_030,2026-06-27,26,study,sql-joins,SQL Joins,data,0.42,3,5,0.0,31,,
user_030-d26-e043,user_030,2026-06-27,26,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,7,3,0.0,23,,
user_030-d27-e044,user_030,2026-06-28,27,quiz,sql-joins,SQL Joins,data,0.42,1,6,0.0,,39,0
user_030-d27-e045,user_030,2026-06-28,27,study,vector-db,Vector Databases,ai,0.58,3,4,0.0,18,,
user_030-d27-e046,user_030,2026-06-28,27,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,1,4,0.0,34,,
user_030-d28-e047,user_030,2026-06-29,28,quiz,python-basics,Python Basics,programming,0.22,2,8,0.5,,50,0
user_030-d28-e048,user_030,2026-06-29,28,quiz,fastapi,FastAPI Backend,backend,0.4,3,12,0.75,,26,0
user_030-d29-e049,user_030,2026-06-30,29,study,python-basics,Python Basics,programming,0.22,1,9,0.4,43,,
user_030-d29-e050,user_030,2026-06-30,29,quiz,sql-joins,SQL Joins,data,0.42,2,7,0.0,,61,0
user_030-d29-e051,user_030,2026-06-30,29,quiz,sql-joins,SQL Joins,data,0.42,0,8,0.0,,87,1
user_031-d00-e001,user_031,2026-06-01,0,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,16,,
user_031-d00-e002,user_031,2026-06-01,0,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,1,0.0,28,,
user_031-d01-e003,user_031,2026-06-02,1,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,24,,
user_031-d02-e004,user_031,2026-06-03,2,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,26,,
user_031-d03-e005,user_031,2026-06-04,3,study,sql-joins,SQL Joins,data,0.42,2,1,0.0,32,,
user_031-d04-e006,user_031,2026-06-05,4,study,pandas,Pandas DataFrames,data,0.38,2,1,0.0,9,,
user_031-d04-e007,user_031,2026-06-05,4,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,4,2,0.0,22,,
user_031-d04-e008,user_031,2026-06-05,4,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,20,,
user_031-d05-e009,user_031,2026-06-06,5,study,python-basics,Python Basics,programming,0.22,0,0,0.0,33,,
user_031-d06-e010,user_031,2026-06-07,6,study,sql-joins,SQL Joins,data,0.42,3,2,0.0,31,,
user_031-d06-e011,user_031,2026-06-07,6,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,8,,
user_031-d07-e012,user_031,2026-06-08,7,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,39,,
user_031-d07-e013,user_031,2026-06-08,7,study,sql-joins,SQL Joins,data,0.42,1,3,0.0,25,,
user_031-d08-e014,user_031,2026-06-09,8,study,sql-joins,SQL Joins,data,0.42,1,4,0.0,21,,
user_031-d09-e015,user_031,2026-06-10,9,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,20,,
user_031-d09-e016,user_031,2026-06-10,9,quiz,prompt-engineering,Prompt Engineering,ai,0.35,2,1,0.0,,83,1
user_031-d10-e017,user_031,2026-06-11,10,study,sql-joins,SQL Joins,data,0.42,2,5,0.0,37,,
user_031-d12-e018,user_031,2026-06-13,12,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,33,,
user_031-d12-e019,user_031,2026-06-13,12,quiz,prompt-engineering,Prompt Engineering,ai,0.35,3,2,1.0,,36,0
user_031-d14-e020,user_031,2026-06-15,14,study,sql-joins,SQL Joins,data,0.42,4,6,0.0,30,,
user_031-d14-e021,user_031,2026-06-15,14,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,10,3,0.0,,67,0
user_031-d15-e022,user_031,2026-06-16,15,study,prompt-engineering,Prompt Engineering,ai,0.35,3,3,0.5,33,,
user_031-d15-e023,user_031,2026-06-16,15,quiz,sql-joins,SQL Joins,data,0.42,1,7,0.0,,93,1
user_031-d15-e024,user_031,2026-06-16,15,study,sql-joins,SQL Joins,data,0.42,0,8,1.0,29,,
user_031-d16-e025,user_031,2026-06-17,16,quiz,pandas,Pandas DataFrames,data,0.38,12,2,0.0,,36,0
user_031-d16-e026,user_031,2026-06-17,16,quiz,oop,Object-Oriented Programming,programming,0.48,10,1,0.0,,37,0
user_031-d16-e027,user_031,2026-06-17,16,study,prompt-engineering,Prompt Engineering,ai,0.35,1,4,0.5,24,,
user_031-d17-e028,user_031,2026-06-18,17,study,statistics,Statistics Fundamentals,data-science,0.55,8,1,0.0,35,,
user_031-d17-e029,user_031,2026-06-18,17,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,39,,
user_031-d18-e030,user_031,2026-06-19,18,study,prompt-engineering,Prompt Engineering,ai,0.35,2,5,0.5,17,,
user_031-d18-e031,user_031,2026-06-19,18,study,sql-joins,SQL Joins,data,0.42,3,9,1.0,24,,
user_031-d19-e032,user_031,2026-06-20,19,quiz,oop,Object-Oriented Programming,programming,0.48,3,2,0.0,,22,0
user_031-d20-e033,user_031,2026-06-21,20,study,prompt-engineering,Prompt Engineering,ai,0.35,2,6,0.5,39,,
user_031-d22-e034,user_031,2026-06-23,22,study,pandas,Pandas DataFrames,data,0.38,6,3,0.0,26,,
user_031-d22-e035,user_031,2026-06-23,22,quiz,sql-joins,SQL Joins,data,0.42,4,10,1.0,,56,0
user_031-d23-e036,user_031,2026-06-24,23,study,oop,Object-Oriented Programming,programming,0.48,4,3,0.0,44,,
user_031-d23-e037,user_031,2026-06-24,23,study,oop,Object-Oriented Programming,programming,0.48,0,4,0.0,39,,
user_031-d23-e038,user_031,2026-06-24,23,study,pandas,Pandas DataFrames,data,0.38,1,4,0.0,15,,
user_031-d24-e039,user_031,2026-06-25,24,quiz,oop,Object-Oriented Programming,programming,0.48,1,5,0.0,,77,1
user_031-d25-e040,user_031,2026-06-26,25,study,prompt-engineering,Prompt Engineering,ai,0.35,5,7,0.5,25,,
user_031-d25-e041,user_031,2026-06-26,25,study,oop,Object-Oriented Programming,programming,0.48,1,6,0.333,10,,
user_031-d26-e042,user_031,2026-06-27,26,quiz,linear-regression,Linear Regression,machine-learning,0.5,9,1,0.0,,56,0
user_031-d26-e043,user_031,2026-06-27,26,quiz,oop,Object-Oriented Programming,programming,0.48,1,7,0.333,,100,1
user_031-d29-e044,user_031,2026-06-30,29,study,prompt-engineering,Prompt Engineering,ai,0.35,4,8,0.5,23,,
user_031-d29-e045,user_031,2026-06-30,29,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,13,,
user_031-d29-e046,user_031,2026-06-30,29,study,sql-joins,SQL Joins,data,0.42,7,11,0.5,33,,
user_032-d00-e001,user_032,2026-06-01,0,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,14,,
user_032-d00-e002,user_032,2026-06-01,0,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,20,,
user_032-d00-e003,user_032,2026-06-01,0,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,38,,
user_032-d01-e004,user_032,2026-06-02,1,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,35,,
user_032-d02-e005,user_032,2026-06-03,2,quiz,classification,Classification Metrics,machine-learning,0.52,2,1,0.0,,91,1
