user_id,concept_id,event_date,day_index,difficulty,elapsed_days,prior_exposures,successful_recalls,failed_recalls,prior_accuracy,motivation,prior_knowledge,quiz_score,recall_correct,true_recall_probability
user_018,fastapi,2026-06-10,9,0.4,1,1,0,0,0.0,1.011,0.258,97,1,0.6584
user_018,rag,2026-06-11,10,0.62,7,2,0,0,0.0,1.011,0.258,46,0,0.0654
user_018,linear-regression,2026-06-12,11,0.5,2,6,2,0,1.0,1.011,0.258,99,1,0.6688
user_018,statistics,2026-06-14,13,0.55,3,3,0,0,0.0,1.011,0.258,80,1,0.3077
user_018,vector-db,2026-06-14,13,0.58,9,3,1,1,0.5,1.011,0.258,54,0,0.0505
user_018,python-basics,2026-06-15,14,0.22,2,2,0,0,0.0,1.011,0.258,70,0,0.5571
user_018,linear-regression,2026-06-19,18,0.5,3,11,3,0,1.0,1.011,0.258,55,0,0.6877
user_018,linear-regression,2026-06-26,25,0.5,1,13,3,1,0.75,1.011,0.258,91,1,0.8964
user_018,vector-db,2026-06-28,27,0.58,0,8,1,2,0.333,1.011,0.258,89,1,0.97
user_018,vector-db,2026-06-30,29,0.58,2,9,2,2,0.5,1.011,0.258,28,0,0.6316
user_019,python-basics,2026-06-02,1,0.22,0,1,0,0,0.0,0.84,0.275,97,1,0.97
user_019,python-basics,2026-06-03,2,0.22,0,3,1,0,1.0,0.84,0.275,87,1,0.97
user_019,rag,2026-06-04,3,0.62,3,1,0,0,0.0,0.84,0.275,20,0,0.1649
user_019,linear-regression,2026-06-10,9,0.5,9,1,0,0,0.0,0.84,0.275,45,0,0.0366
user_019,pandas,2026-06-10,9,0.38,2,2,0,0,0.0,0.84,0.275,66,0,0.5205
user_019,pandas,2026-06-12,11,0.38,2,3,0,1,0.0,0.84,0.275,96,1,0.4751
user_019,rag,2026-06-12,11,0.62,7,4,0,1,0.0,0.84,0.275,49,0,0.0634
user_019,pandas,2026-06-13,12,0.38,1,4,1,1,0.5,0.84,0.275,88,1,0.7613
user_019,prompt-engineering,2026-06-15,14,0.35,1,1,0,0,0.0,0.84,0.275,69,0,0.6716
user_019,rag,2026-06-19,18,0.62,5,6,0,2,0.0,0.84,0.275,43,0,0.121
user_019,python-basics,2026-06-19,18,0.22,3,7,2,0,1.0,0.84,0.275,92,1,0.6698
user_019,linear-regression,2026-06-20,19,0.5,10,2,0,1,0.0,0.84,0.275,33,0,0.032
user_019,fastapi,2026-06-22,21,0.4,4,5,0,0,0.0,0.84,0.275,64,0,0.409
user_019,fastapi,2026-06-23,22,0.4,1,6,0,1,0.0,0.84,0.275,50,0,0.7892
user_019,fastapi,2026-06-24,23,0.4,0,8,0,2,0.0,0.84,0.275,87,1,0.97
user_019,oop,2026-06-26,25,0.48,9,2,0,0,0.0,0.84,0.275,42,0,0.0545
user_019,fastapi,2026-06-29,28,0.4,5,9,1,2,0.333,0.84,0.275,54,0,0.3536
user_019,rag,2026-06-30,29,0.62,3,9,0,3,0.0,0.84,0.275,49,0,0.3394
user_019,pandas,2026-06-30,29,0.38,2,10,2,1,0.667,0.84,0.275,83,1,0.7516
user_019,rag,2026-06-30,29,0.62,0,10,0,4,0.0,0.84,0.275,85,1,0.97
user_020,statistics,2026-06-04,3,0.55,0,2,0,0,0.0,0.818,0.397,81,1,0.97
user_020,vector-db,2026-06-07,6,0.58,3,1,0,0,0.0,0.818,0.397,68,0,0.1857
user_020,statistics,2026-06-13,12,0.55,3,5,1,0,1.0,0.818,0.397,26,0,0.4481
user_020,pandas,2026-06-15,14,0.38,3,4,0,0,0.0,0.818,0.397,92,1,0.4935
user_020,fastapi,2026-06-16,15,0.4,7,2,0,0,0.0,0.818,0.397,83,1,0.1099
user_020,pandas,2026-06-17,16,0.38,1,6,1,0,1.0,0.818,0.397,32,0,0.8599
user_020,statistics,2026-06-18,17,0.55,4,7,1,1,0.5,0.818,0.397,85,1,0.332
user_020,neo4j-graph,2026-06-18,17,0.57,10,1,0,0,0.0,0.818,0.397,25,0,0.0431
user_020,statistics,2026-06-19,18,0.55,1,8,2,1,0.667,0.818,0.397,85,1,0.8098
user_020,neo4j-graph,2026-06-20,19,0.57,2,2,0,1,0.0,0.818,0.397,80,1,0.2871
user_020,pandas,2026-06-21,20,0.38,4,7,1,1,0.5,0.818,0.397,45,0,0.4443
user_020,pandas,2026-06-22,21,0.38,1,8,1,2,0.333,0.818,0.397,89,1,0.8136
user_020,fastapi,2026-06-24,23,0.4,1,5,1,0,1.0,0.818,0.397,87,1,0.8344
user_020,fastapi,2026-06-24,23,0.4,0,6,2,0,1.0,0.818,0.397,76,1,0.97
user_020,pandas,2026-06-28,27,0.38,6,9,2,2,0.5,0.818,0.397,50,0,0.3122
user_021,neo4j-graph,2026-06-02,1,0.57,0,1,0,0,0.0,1.073,0.459,100,1,0.97
user_021,neo4j-graph,2026-06-05,4,0.57,3,2,1,0,1.0,1.073,0.459,77,1,0.3059
user_021,python-basics,2026-06-06,5,0.22,2,2,0,0,0.0,1.073,0.459,38,0,0.5719
user_021,sql-joins,2026-06-11,10,0.42,1,4,0,0,0.0,1.073,0.459,27,0,0.8174
user_021,neo4j-graph,2026-06-12,11,0.57,1,4,2,0,1.0,1.073,0.459,98,1,0.7894
user_021,sql-joins,2026-06-13,12,0.42,2,5,0,1,0.0,1.073,0.459,98,1,0.5889
user_021,sql-joins,2026-06-14,13,0.42,1,6,1,1,0.5,1.073,0.459,33,0,0.8325
user_021,pandas,2026-06-14,13,0.38,2,1,0,0,0.0,1.073,0.459,80,1,0.4587
user_021,neo4j-graph,2026-06-15,14,0.57,3,5,3,0,1.0,1.073,0.459,76,1,0.5042
user_021,python-basics,2026-06-18,17,0.22,2,6,0,1,0.0,1.073,0.459,48,0,0.6949
user_021,sql-joins,2026-06-20,19,0.42,6,7,1,2,0.333,1.073,0.459,58,0,0.2295
user_021,sql-joins,2026-06-22,21,0.42,1,9,1,3,0.25,1.073,0.459,98,1,0.8156
user_021,python-basics,2026-06-22,21,0.22,4,7,0,2,0.0,1.073,0.459,96,1,0.4147
user_021,python-basics,2026-06-25,24,0.22,3,9,1,2,0.333,1.073,0.459,76,1,0.6328
user_021,python-basics,2026-06-28,27,0.22,1,11,2,2,0.5,1.073,0.459,76,1,0.9294
user_021,python-basics,2026-06-29,28,0.22,1,12,3,2,0.6,1.073,0.459,80,1,0.9437
user_021,sql-joins,2026-06-30,29,0.42,2,11,2,3,0.4,1.073,0.459,91,1,0.7139
user_022,rag,2026-06-04,3,0.62,2,1,0,0,0.0,0.769,0.261,37,0,0.2888
user_022,vector-db,2026-06-05,4,0.58,4,1,0,0,0.0,0.769,0.261,22,0,0.0954
user_022,vector-db,2026-06-07,6,0.58,2,3,0,1,0.0,0.769,0.261,95,1,0.3332
user_022,pandas,2026-06-07,6,0.38,1,1,0,0,0.0,0.769,0.261,99,1,0.6426
user_022,pandas,2026-06-08,7,0.38,1,2,1,0,1.0,0.769,0.261,20,0,0.724
user_022,linear-regression,2026-06-16,15,0.5,7,1,0,0,0.0,0.769,0.261,42,0,0.0423
user_022,rag,2026-06-17,16,0.62,3,6,0,1,0.0,0.769,0.261,34,0,0.3771
user_022,vector-db,2026-06-21,20,0.58,8,6,1,1,0.5,0.769,0.261,64,0,0.0969
user_022,rag,2026-06-23,22,0.62,6,7,0,2,0.0,0.769,0.261,49,0,0.1179
user_022,neo4j-graph,2026-06-24,23,0.57,3,6,0,0,0.0,0.769,0.261,62,0,0.4262
user_022,prompt-engineering,2026-06-26,25,0.35,9,5,0,0,0.0,0.769,0.261,82,1,0.1295
user_022,pandas,2026-06-30,29,0.38,2,6,1,1,0.5,0.769,0.261,39,0,0.6364
user_022,vector-db,2026-06-30,29,0.58,0,10,1,2,0.333,0.769,0.261,99,1,0.97
user_023,vector-db,2026-06-07,6,0.58,1,2,0,0,0.0,0.644,0.803,83,1,0.6528
user_023,oop,2026-06-08,7,0.48,5,1,0,0,0.0,0.644,0.803,89,1,0.122
user_023,vector-db,2026-06-09,8,0.58,2,3,1,0,1.0,0.644,0.803,98,1,0.5025
user_023,linear-regression,2026-06-10,9,0.5,0,2,0,0,0.0,0.644,0.803,92,1,0.97
user_023,prompt-engineering,2026-06-12,11,0.35,10,1,0,0,0.0,0.644,0.803,30,0,0.0777
user_023,linear-regression,2026-06-13,12,0.5,3,3,1,0,1.0,0.644,0.803,49,0,0.4212
user_023,oop,2026-06-15,14,0.48,7,2,1,0,1.0,0.644,0.803,85,1,0.1187
user_023,sql-joins,2026-06-16,15,0.42,15,1,0,0,0.0,0.644,0.803,27,0,0.0697
user_023,vector-db,2026-06-17,16,0.58,3,5,2,0,1.0,0.644,0.803,87,1,0.463
user_023,oop,2026-06-17,16,0.48,2,3,2,0,1.0,0.644,0.803,96,1,0.5776
user_023,prompt-engineering,2026-06-18,17,0.35,2,3,0,1,0.0,0.644,0.803,38,0,0.5058
user_023,linear-regression,2026-06-18,17,0.5,5,4,1,1,0.5,0.644,0.803,20,0,0.2077
user_023,linear-regression,2026-06-24,23,0.5,5,6,1,2,0.333,0.644,0.803,39,0,0.23
user_023,vector-db,2026-06-29,28,0.58,9,8,3,0,1.0,0.644,0.803,55,0,0.2126
user_024,fastapi,2026-06-03,2,0.4,1,1,0,0,0.0,0.856,0.235,80,1,0.6363
user_024,pandas,2026-06-03,2,0.38,1,2,0,0,0.0,0.856,0.235,20,0,0.7099
user_024,fastapi,2026-06-05,4,0.4,2,2,1,0,1.0,0.856,0.235,46,0,0.5066
user_024,pandas,2026-06-09,8,0.38,6,3,0,1,0.0,0.856,0.235,32,0,0.1014
user_024,pandas,2026-06-11,10,0.38,2,4,0,2,0.0,0.856,0.235,46,0,0.4003
user_024,neo4j-graph,2026-06-13,12,0.57,2,1,0,0,0.0,0.856,0.235,56,0,0.2937
user_024,linear-regression,2026-06-14,13,0.5,2,4,0,0,0.0,0.856,0.235,65,0,0.545
user_024,classification,2026-06-16,15,0.52,0,3,0,0,0.0,0.856,0.235,77,1,0.97
user_024,linear-regression,2026-06-16,15,0.5,2,5,0,1,0.0,0.856,0.235,29,0,0.5005
user_024,fastapi,2026-06-17,16,0.4,3,5,1,1,0.5,0.856,0.235,85,1,0.4548
user_024,neo4j-graph,2026-06-19,18,0.57,6,2,0,1,0.0,0.856,0.235,20,0,0.0384
user_024,pandas,2026-06-20,19,0.38,8,6,0,3,0.0,0.856,0.235,22,0,0.0589
user_024,neo4j-graph,2026-06-23,22,0.57,4,3,0,2,0.0,0.856,0.235,30,0,0.0603
user_024,fastapi,2026-06-27,26,0.4,0,7,2,1,0.667,0.856,0.235,84,1,0.97
user_024,fastapi,2026-06-28,27,0.4,1,8,3,1,0.75,0.856,0.235,99,1,0.863
user_024,linear-regression,2026-06-29,28,0.5,3,8,0,2,0.0,0.856,0.235,49,0,0.4298
user_024,classification,2026-06-29,28,0.52,3,6,1,0,1.0,0.856,0.235,49,0,0.4952
user_025,sql-joins,2026-06-06,5,0.42,2,1,0,0,0.0,1.063,0.768,65,0,0.4786
user_025,vector-db,2026-06-10,9,0.58,5,1,0,0,0.0,1.063,0.768,20,0,0.1346
user_025,fastapi,2026-06-13,12,0.4,2,6,0,0,0.0,1.063,0.768,77,1,0.7482
user_025,vector-db,2026-06-13,12,0.58,3,2,0,1,0.0,1.063,0.768,28,0,0.2056
user_025,vector-db,2026-06-14,13,0.58,1,3,0,2,0.0,1.063,0.768,84,1,0.5292
user_025,python-basics,2026-06-15,14,0.22,2,2,0,0,0.0,1.063,0.768,81,1,0.6485
user_025,linear-regression,2026-06-16,15,0.5,13,1,0,0,0.0,1.063,0.768,62,0,0.096
user_025,fastapi,2026-06-17,16,0.4,4,7,1,0,1.0,1.063,0.768,28,0,0.5717
user_025,sql-joins,2026-06-17,16,0.42,7,3,0,1,0.0,1.063,0.768,70,0,0.1422
user_025,python-basics,2026-06-22,21,0.22,7,3,1,0,1.0,1.063,0.768,68,0,0.2879
user_025,fastapi,2026-06-23,22,0.4,6,8,1,1,0.5,1.063,0.768,62,0,0.3778
user_025,rag,2026-06-23,22,0.62,1,3,0,0,0.0,1.063,0.768,75,1,0.7194
user_025,sql-joins,2026-06-26,25,0.42,3,5,0,2,0.0,1.063,0.768,95,1,0.4144
user_026,rag,2026-06-02,1,0.62,1,1,0,0,0.0,0.663,0.564,46,0,0.5593
user_026,linear-regression,2026-06-06,5,0.5,5,1,0,0,0.0,0.663,0.564,63,0,0.097
user_026,linear-regression,2026-06-08,7,0.5,2,2,0,1,0.0,0.663,0.564,93,1,0.3034
user_026,statistics,2026-06-12,11,0.55,6,1,0,0,0.0,0.663,0.564,27,0,0.0665
user_026,statistics,2026-06-13,12,0.55,1,2,0,1,0.0,0.663,0.564,62,0,0.5217
user_026,statistics,2026-06-16,15,0.55,3,3,0,2,0.0,0.663,0.564,61,0,0.1258
user_026,sql-joins,2026-06-16,15,0.42,0,6,0,0,0.0,0.663,0.564,77,1,0.97
user_026,python-basics,2026-06-18,17,0.22,14,1,0,0,0.0,0.663,0.564,60,0,0.05
user_026,neo4j-graph,2026-06-18,17,0.57,6,4,0,0,0.0,0.663,0.564,64,0,0.1463
user_026,statistics,2026-06-21,20,0.55,5,4,0,3,0.0,0.663,0.564,22,0,0.055
user_026,linear-regression,2026-06-22,21,0.5,1,8,1,1,0.5,0.663,0.564,60,0,0.8246
user_026,rag,2026-06-24,23,0.62,2,5,0,1,0.0,0.663,0.564,49,0,0.4631
user_026,statistics,2026-06-27,26,0.55,0,6,0,4,0.0,0.663,0.564,100,1,0.97
user_026,rag,2026-06-29,28,0.62,5,6,0,2,0.0,0.663,0.564,41,0,0.1298
user_027,neo4j-graph,2026-06-03,2,0.57,2,1,0,0,0.0,0.576,0.22,70,0,0.2835
user_027,vector-db,2026-06-05,4,0.58,3,1,0,0,0.0,0.576,0.22,32,0,0.1326
user_027,python-basics,2026-06-05,4,0.22,4,1,0,0,0.0,0.576,0.22,50,0,0.1983
user_027,prompt-engineering,2026-06-07,6,0.35,6,1,0,0,0.0,0.576,0.22,26,0,0.0747
user_027,python-basics,2026-06-15,14,0.22,5,3,0,1,0.0,0.576,0.22,59,0,0.1654
user_027,neo4j-graph,2026-06-16,15,0.57,13,2,0,1,0.0,0.576,0.22,53,0,0.03
user_027,python-basics,2026-06-17,16,0.22,1,5,0,2,0.0,0.576,0.22,79,1,0.7311
user_027,oop,2026-06-18,17,0.48,6,4,0,0,0.0,0.576,0.22,47,0,0.1658
user_027,oop,2026-06-18,17,0.48,0,5,0,1,0.0,0.576,0.22,78,1,0.97
user_027,neo4j-graph,2026-06-19,18,0.57,3,3,0,2,0.0,0.576,0.22,46,0,0.0896
user_027,sql-joins,2026-06-23,22,0.42,14,4,0,0,0.0,0.576,0.22,64,0,0.03
user_027,neo4j-graph,2026-06-24,23,0.57,5,4,0,3,0.0,0.576,0.22,25,0,0.03
user_027,rag,2026-06-24,23,0.62,4,5,0,0,0.0,0.576,0.22,96,1,0.2396
user_027,neo4j-graph,2026-06-26,25,0.57,2,5,0,4,0.0,0.576,0.22,69,0,0.124
user_027,rag,2026-06-30,29,0.62,1,8,1,0,1.0,0.576,0.22,64,0,0.7881
user_028,rag,2026-06-04,3,0.62,2,1,0,0,0.0,1.076,0.809,41,0,0.3605
user_028,oop,2026-06-07,6,0.48,1,2,0,0,0.0,1.076,0.809,86,1,0.7492
user_028,vector-db,2026-06-08,7,0.58,2,2,0,0,0.0,1.076,0.809,38,0,0.4782
user_028,oop,2026-06-12,11,0.48,1,4,1,0,1.0,1.076,0.809,89,1,0.8427
user_028,vector-db,2026-06-13,12,0.58,5,3,0,1,0.0,1.076,0.809,40,0,0.1632
user_028,oop,2026-06-13,12,0.48,1,5,2,0,1.0,1.076,0.809,84,1,0.8783
user_028,vector-db,2026-06-13,12,0.58,0,4,0,2,0.0,1.076,0.809,98,1,0.97
user_028,pandas,2026-06-14,13,0.38,10,3,0,0,0.0,1.076,0.809,28,0,0.1369
user_028,vector-db,2026-06-19,18,0.58,2,7,1,2,0.333,1.076,0.809,98,1,0.6118
user_028,vector-db,2026-06-20,19,0.58,1,8,2,2,0.5,1.076,0.809,100,1,0.8528
user_028,vector-db,2026-06-20,19,0.58,0,9,3,2,0.6,1.076,0.809,93,1,0.97
user_028,vector-db,2026-06-21,20,0.58,1,10,4,2,0.667,1.076,0.809,79,1,0.9043
user_028,statistics,2026-06-23,22,0.55,1,1,0,0,0.0,1.076,0.809,92,1,0.6563
user_028,vector-db,2026-06-26,25,0.58,2,12,5,2,0.714,1.076,0.809,93,1,0.7955
user_028,oop,2026-06-26,25,0.48,5,8,3,0,1.0,1.076,0.809,97,1,0.5108
user_028,pandas,2026-06-27,26,0.38,11,6,0,1,0.0,1.076,0.809,23,0,0.1576
user_028,vector-db,2026-06-27,26,0.58,1,13,6,2,0.75,1.076,0.809,80,1,0.9475
user_028,neo4j-graph,2026-06-30,29,0.57,13,2,0,0,0.0,1.076,0.809,64,0,0.101
user_029,python-basics,2026-06-03,2,0.22,2,1,0,0,0.0,0.997,0.217,39,0,0.4699
user_029,python-basics,2026-06-03,2,0.22,0,2,0,1,0.0,0.997,0.217,94,1,0.97
user_029,sql-joins,2026-06-04,3,0.42,2,1,0,0,0.0,0.997,0.217,78,1,0.406
user_029,sql-joins,2026-06-08,7,0.42,2,4,1,0,1.0,0.997,0.217,33,0,0.6299
user_029,vector-db,2026-06-09,8,0.58,0,2,0,0,0.0,0.997,0.217,86,1,0.97
user_029,statistics,2026-06-11,10,0.55,10,1,0,0,0.0,0.997,0.217,65,0,0.0374
user_029,prompt-engineering,2026-06-13,12,0.35,7,2,0,0,0.0,0.997,0.217,64,0,0.1159
user_029,prompt-engineering,2026-06-13,12,0.35,0,3,0,1,0.0,0.997,0.217,86,1,0.97
user_029,statistics,2026-06-17,16,0.55,3,4,0,1,0.0,0.997,0.217,79,1,0.2862
user_029,sql-joins,2026-06-18,17,0.42,3,6,1,1,0.5,0.997,0.217,30,0,0.5039
user_029,statistics,2026-06-20,19,0.55,3,5,1,1,0.5,0.997,0.217,34,0,0.3688
user_029,vector-db,2026-06-20,19,0.58,3,4,1,0,1.0,0.997,0.217,96,1,0.3582
user_029,vector-db,2026-06-22,21,0.58,2,5,2,0,1.0,0.997,0.217,98,1,0.5694
user_029,statistics,2026-06-25,24,0.55,5,6,1,2,0.333,0.997,0.217,62,0,0.1604
user_029,fastapi,2026-06-28,27,0.4,8,5,0,0,0.0,0.997,0.217,88,1,0.2025
user_029,statistics,2026-06-29,28,0.55,4,7,1,3,0.25,0.997,0.217,50,0,0.1864
user_030,python-basics,2026-06-06,5,0.22,5,1,0,0,0.0,1.048,0.349,44,0,0.1902
user_030,sql-joins,2026-06-09,8,0.42,2,2,0,0,0.0,1.048,0.349,24,0,0.4932
user_030,classification,2026-06-10,9,0.52,9,1,0,0,0.0,1.048,0.349,25,0,0.0576
user_030,fastapi,2026-06-13,12,0.4,1,5,0,0,0.0,1.048,0.349,99,1,0.846
user_030,neo4j-graph,2026-06-14,13,0.57,2,1,0,0,0.0,1.048,0.349,56,0,0.3306
user_030,classification,2026-06-15,14,0.52,5,2,0,1,0.0,1.048,0.349,23,0,0.0887
user_030,fastapi,2026-06-15,14,0.4,0,7,1,0,1.0,1.048,0.349,77,1,0.97
user_030,statistics,2026-06-16,15,0.55,10,1,0,0,0.0,1.048,0.349,36,0,0.0537
user_030,fastapi,2026-06-18,17,0.4,1,9,2,0,1.0,1.048,0.349,92,1,0.9161
user_030,python-basics,2026-06-18,17,0.22,0,4,0,1,0.0,1.048,0.349,75,1,0.97
user_030,fastapi,2026-06-20,19,0.4,2,10,3,0,1.0,1.048,0.349,46,0,0.8191
user_030,neo4j-graph,2026-06-20,19,0.57,6,2,0,1,0.0,1.048,0.349,66,0,0.0651
user_030,python-basics,2026-06-22,21,0.22,1,6,1,1,0.5,1.048,0.349,93,1,0.8742
user_030,vector-db,2026-06-22,21,0.58,6,2,0,0,0.0,1.048,0.349,26,0,0.0931
user_030,vector-db,2026-06-25,24,0.58,3,3,0,1,0.0,1.048,0.349,29,0,0.2148
user_030,python-basics,2026-06-27,26,0.22,5,7,2,1,0.667,1.048,0.349,35,0,0.485
user_030,sql-joins,2026-06-28,27,0.42,1,6,0,1,0.0,1.048,0.349,39,0,0.8141
user_030,python-basics,2026-06-29,28,0.22,2,8,2,2,0.5,1.048,0.349,50,0,0.7357
user_030,fastapi,2026-06-29,28,0.4,3,12,3,1,0.75,1.048,0.349,26,0,0.7046
user_030,sql-joins,2026-06-30,29,0.42,2,7,0,2,0.0,1.048,0.349,61,0,0.5912
user_030,sql-joins,2026-06-30,29,0.42,0,8,0,3,0.0,1.048,0.349,87,1,0.97
user_031,prompt-engineering,2026-06-10,9,0.35,2,1,0,0,0.0,0.68,0.364,83,1,0.438
user_031,prompt-engineering,2026-06-13,12,0.35,3,2,1,0,1.0,0.68,0.364,36,0,0.3951
user_031,neo4j-graph,2026-06-15,14,0.57,10,3,0,0,0.0,0.68,0.364,67,0,0.0402
user_031,sql-joins,2026-06-16,15,0.42,1,7,0,0,0.0,0.68,0.364,93,1,0.8468
user_031,pandas,2026-06-17,16,0.38,12,2,0,0,0.0,0.68,0.364,36,0,0.0357
user_031,oop,2026-06-17,16,0.48,10,1,0,0,0.0,0.68,0.364,37,0,0.0307
user_031,oop,2026-06-20,19,0.48,3,2,0,1,0.0,0.68,0.364,22,0,0.1613
user_031,sql-joins,2026-06-23,22,0.42,4,10,1,0,1.0,0.68,0.364,56,0,0.5769
user_031,oop,2026-06-25,24,0.48,1,5,0,2,0.0,0.68,0.364,77,1,0.6862
user_031,linear-regression,2026-06-27,26,0.5,9,1,0,0,0.0,0.68,0.364,56,0,0.0352
user_031,oop,2026-06-27,26,0.48,1,7,1,2,0.333,0.68,0.364,100,1,0.7712
user_032,classification,2026-06-03,2,0.52,2,1,0,0,0.0,0.735,0.677,91,1,0.3843
user_032,classification,2026-06-03,2,0.52,0,2,1,0,1.0,0.735,0.677,97,1,0.97
user_032,rag,2026-06-05,4,0.62,4,1,0,0,0.0,0.735,0.677,38,0,0.1167
user_032,classification,2026-06-08,7,0.52,1,6,2,0,1.0,0.735,0.677,93,1,0.8509
user_032,classification,2026-06-08,7,0.52,0,7,3,0,1.0,0.735,0.677,100,1,0.97
user_032,neo4j-graph,2026-06-10,9,0.57,3,1,0,0,0.0,0.735,0.677,59,0,0.1968
user_032,classification,2026-06-10,9,0.52,2,8,4,0,1.0,0.735,0.677,79,1,0.7524
user_032,rag,2026-06-14,13,0.62,9,2,0,1,0.0,0.735,0.677,47,0,0.0637
user_032,classification,2026-06-16,15,0.52,6,9,5,0,1.0,0.735,0.677,48,0,0.4288
user_032,neo4j-graph,2026-06-17,16,0.57,7,2,0,1,0.0,0.735,0.677,41,0,0.068
user_032,classification,2026-06-17,16,0.52,1,10,5,1,0.833,0.735,0.677,98,1,0.8897
user_032,neo4j-graph,2026-06-18,17,0.57,1,3,0,2,0.0,0.735,0.677,51,0,0.4836
user_032,classification,2026-06-20,19,0.52,3,11,6,1,0.857,0.735,0.677,94,1,0.6614
user_032,rag,2026-06-21,20,0.62,3,4,0,2,0.0,0.735,0.677,48,0,0.1887
user_032,rag,2026-06-22,21,0.62,1,5,0,3,0.0,0.735,0.677,88,1,0.5187
user_032,neo4j-graph,2026-06-22,21,0.57,4,4,0,3,0.0,0.735,0.677,50,0,0.0826
user_032,oop,2026-06-23,22,0.48,4,6,0,0,0.0,0.735,0.677,81,1,0.4546
user_032,classification,2026-06-24,23,0.52,4,12,7,1,0.875,0.735,0.677,82,1,0.6
user_032,linear-regression,2026-06-28,27,0.5,8,1,0,0,0.0,0.735,0.677,55,0,0.075
user_032,statistics,2026-06-28,27,0.55,1,4,0,0,0.0,0.735,0.677,58,0,0.7649
user_032,classification,2026-06-29,28,0.52,5,13,8,1,0.889,0.735,0.677,68,0,0.5537
user_032,oop,2026-06-29,28,0.48,4,8,1,0,1.0,0.735,0.677,26,0,0.5352
user_033,rag,2026-06-04,3,0.62,2,1,0,0,0.0,0.65,0.405,69,0,0.2847
user_033,python-basics,2026-06-06,5,0.22,2,1,0,0,0.0,0.65,0.405,96,1,0.4618
user_033,rag,2026-06-06,5,0.62,2,3,0,1,0.0,0.65,0.405,86,1,0.317
user_033,rag,2026-06-06,5,0.62,0,4,1,1,0.5,0.65,0.405,79,1,0.97
user_033,pandas,2026-06-07,6,0.38,4,2,0,0,0.0,0.65,0.405,59,0,0.2425
user_033,rag,2026-06-07,6,0.62,1,5,2,1,0.667,0.65,0.405,45,0,0.7103
user_033,oop,2026-06-10,9,0.48,2,2,0,0,0.0,0.65,0.405,36,0,0.4347
user_033,rag,2026-06-10,9,0.62,3,6,2,2,0.5,0.65,0.405,27,0,0.299
user_033,oop,2026-06-11,10,0.48,1,3,0,1,0.0,0.65,0.405,48,0,0.6281
user_033,python-basics,2026-06-13,12,0.22,4,3,1,0,1.0,0.65,0.405,53,0,0.3885
user_033,pandas,2026-06-14,13,0.38,1,5,0,1,0.0,0.65,0.405,25,0,0.7759
user_033,classification,2026-06-18,17,0.52,6,2,0,0,0.0,0.65,0.405,30,0,0.092
user_033,python-basics,2026-06-18,17,0.22,1,6,1,1,0.5,0.65,0.405,81,1,0.841
user_033,pandas,2026-06-19,18,0.38,1,8,0,2,0.0,0.65,0.405,78,1,0.8154
user_033,classification,2026-06-23,22,0.52,2,4,0,1,0.0,0.65,0.405,50,0,0.4441
user_033,classification,2026-06-24,23,0.52,1,5,0,2,0.0,0.65,0.405,29,0,0.636
user_033,pandas,2026-06-26,25,0.38,5,11,1,2,0.333,0.65,0.405,70,0,0.4638
user_034,oop,2026-06-03,2,0.48,2,1,0,0,0.0,0.756,0.33,78,1,0.348
user_034,statistics,2026-06-11,10,0.55,5,3,0,0,0.0,0.756,0.33,33,0,0.1629
user_034,prompt-engineering,2026-06-13,12,0.35,3,5,0,0,0.0,0.756,0.33,47,0,0.5133
user_034,sql-joins,2026-06-14,13,0.42,2,1,0,0,0.0,0.756,0.33,60,0,0.3743
user_034,oop,2026-06-17,16,0.48,5,6,1,0,1.0,0.756,0.33,75,1,0.3472
user_034,oop,2026-06-18,17,0.48,1,7,2,0,1.0,0.756,0.33,97,1,0.8482
user_034,sql-joins,2026-06-19,18,0.42,5,2,0,1,0.0,0.756,0.33,58,0,0.0783
user_034,prompt-engineering,2026-06-21,20,0.35,8,6,0,1,0.0,0.756,0.33,63,0,0.1404
user_034,statistics,2026-06-22,21,0.55,4,5,0,1,0.0,0.756,0.33,33,0,0.2325
user_034,oop,2026-06-24,23,0.48,4,9,3,0,1.0,0.756,0.33,54,0,0.5484
user_034,python-basics,2026-06-25,24,0.22,19,1,0,0,0.0,0.756,0.33,46,0,0.0304
user_034,python-basics,2026-06-27,26,0.22,2,2,0,1,0.0,0.756,0.33,97,1,0.4314
user_034,sql-joins,2026-06-30,29,0.42,4,4,0,2,0.0,0.756,0.33,50,0,0.1518
user_034,sql-joins,2026-06-30,29,0.42,0,5,0,3,0.0,0.756,0.33,91,1,0.97
user_034,oop,2026-06-30,29,0.48,1,11,3,1,0.75,0.756,0.33,99,1,0.8731
user_035,python-basics,2026-06-11,10,0.22,1,3,0,0,0.0,0.612,0.463,77,1,0.8056
user_035,oop,2026-06-13,12,0.48,0,6,0,0,0.0,0.612,0.463,89,1,0.97
user_035,neo4j-graph,2026-06-14,13,0.57,1,4,0,0,0.0,0.612,0.463,87,1,0.7312
user_035,neo4j-graph,2026-06-17,16,0.57,3,5,1,0,1.0,0.612,0.463,92,1,0.4389
user_035,python-basics,2026-06-18,17,0.22,3,5,1,0,1.0,0.612,0.463,21,0,0.6019
user_035,classification,2026-06-19,18,0.52,7,3,0,0,0.0,0.612,0.463,79,1,0.095
